day	section	student_id	absent
2019-10-02	8087093	0044328624	TRUE
2019-12-30	9890940	2839290152	FALSE
2020-04-11	8138601	5305048569	FALSE
2019-09-28	8082980	8115143113	FALSE
2020-04-14	1031944	8069935318	FALSE
2020-05-07	8752781	6444823967	FALSE
2019-09-26	5077119	8903754040	FALSE
2020-05-04	6010032	2988136130	FALSE
2019-11-13	4004507	2169803241	FALSE
2020-01-01	8393284	8565503972	FALSE
2020-05-22	13197	4405686252	FALSE
2020-04-13	7784999	0836984559	FALSE
2019-09-16	8778746	7159876153	FALSE
2019-09-19	8477454	4209573059	FALSE
2020-06-04	9307743	0392990171	FALSE
2020-01-31	2552329	7364217354	FALSE
2020-04-27	2998672	4457579632	FALSE
2020-01-14	6952195	8589212023	FALSE
2019-12-17	7941361	7614588754	FALSE
2019-10-29	7697670	4624185046	FALSE
2019-12-31	6787765	3282910501	FALSE
2020-05-06	9156215	6633840663	FALSE
2019-09-13	675520	2340621661	FALSE
2020-05-26	2552935	8624789005	FALSE
2019-10-10	364047	5718514285	FALSE
2020-02-19	8340248	4920667953	FALSE
2019-11-13	8670531	3280830733	FALSE
2020-04-27	8734352	4948358536	FALSE
2019-09-19	1695454	5750205302	FALSE
2019-09-15	8347805	7141963599	FALSE
2020-05-04	1720780	6801312126	FALSE
2019-12-04	8372438	3069771366	FALSE
2019-12-15	9761337	0245212528	FALSE
2020-03-10	5206229	7952430438	FALSE
2019-12-07	959615	1595844664	FALSE
2019-09-11	2537023	2469012343	FALSE
2020-04-23	5734836	7548095995	FALSE
2020-05-18	6178764	3162683090	FALSE
2019-09-20	5266987	3651416221	FALSE
2019-12-15	9534255	2665993539	FALSE
2020-01-04	825313	8743879648	FALSE
2020-03-11	7795459	6874129739	FALSE
2019-11-27	9906446	9057678148	FALSE
2020-01-13	6653287	4424371111	FALSE
2020-06-02	2176174	6248930568	FALSE
2020-02-10	8683441	4401489366	FALSE
2019-11-03	3616882	3722842859	FALSE
2020-04-01	3095476	2160808795	FALSE
2019-09-20	9951370	8155328025	FALSE
2019-10-07	4518637	6743553900	FALSE
2019-10-24	8128588	4950628530	FALSE
2020-04-19	220986	8034010033	FALSE
2020-03-08	8731059	2287843593	FALSE
2019-10-15	9979347	6436276222	FALSE
2020-01-27	4758869	2643931169	FALSE
2020-01-24	8927015	8331158540	FALSE
2020-02-05	8793495	7654376758	FALSE
2020-04-21	2799276	5952900738	FALSE
2019-12-24	6446527	8719322446	FALSE
2019-11-07	3655258	1118029854	FALSE
2020-04-22	9803245	2271101777	FALSE
2020-03-07	2458632	9215182603	FALSE
2019-10-12	1711172	0155167394	FALSE
2019-09-21	882781	2142472465	FALSE
2019-09-30	2758102	1769092245	FALSE
2020-01-20	7933829	5565317127	FALSE
2020-05-03	8586986	2644629619	FALSE
2019-12-28	8976197	3534043166	FALSE
2019-10-05	336362	7256478165	FALSE
2020-05-31	800827	3021257425	TRUE
2019-09-29	9132819	0997964237	FALSE
2020-02-13	6796203	8286257722	FALSE
2019-11-08	6103741	2829093753	FALSE
2020-05-18	7539941	5675045405	FALSE
2019-12-12	2360532	4522893196	FALSE
2019-10-17	5816902	8110393068	FALSE
2019-12-12	6252464	0801259212	FALSE
2020-04-15	8951051	4790703265	FALSE
2020-03-24	9808862	4354617281	FALSE
2020-01-22	9973195	2839382965	FALSE
2020-02-28	8693005	1267676053	FALSE
2020-01-01	411119	5502097333	FALSE
2019-09-16	3142463	1899241357	FALSE
2020-01-06	7464441	9514124319	FALSE
2019-12-26	1626697	8810212451	FALSE
2020-04-06	8399455	5245583969	FALSE
2020-03-09	768465	9664221076	FALSE
2019-10-22	1947090	1842378018	FALSE
2019-11-19	6484462	6306799607	FALSE
2019-10-10	4173010	9282725102	FALSE
2020-04-04	7751370	9368479769	FALSE
2020-05-08	9942984	7474812514	FALSE
2020-05-17	7567436	5173248438	FALSE
2020-05-16	9121843	3634355087	FALSE
2020-02-27	2409128	7790112454	FALSE
2020-01-05	166945	4558389027	FALSE
2019-12-02	8563354	4647087693	FALSE
2020-01-04	5489462	8459422482	FALSE
2019-10-24	9224998	3909353077	FALSE
2019-11-08	4615504	9905508084	FALSE
2020-02-22	2872703	5254676804	FALSE
2020-04-21	4861050	0388579220	FALSE
2019-10-05	7220470	3194616179	FALSE
2020-01-31	1666562	5006494077	FALSE
2019-12-10	2048675	8640393354	FALSE
2019-11-28	4505352	9971124670	FALSE
2020-01-07	5081705	6959170420	FALSE
2019-10-06	3176889	6056226918	FALSE
2020-02-04	4809560	1993067868	FALSE
2019-11-05	7477003	9716619274	FALSE
2019-11-15	6466865	0305181741	TRUE
2019-12-21	9496130	7398653869	FALSE
2020-01-09	3000780	4451526434	FALSE
2020-04-29	8181780	8662023119	FALSE
2020-05-13	9549372	7837866889	TRUE
2019-12-10	7949822	9670206908	FALSE
2019-10-26	3583639	6132304868	FALSE
2020-01-22	7649441	3356251318	FALSE
2019-08-27	2188765	6064025907	FALSE
2019-09-05	3464013	2078452861	FALSE
2020-05-21	7166547	1336263044	FALSE
2020-01-15	3385650	2981378630	TRUE
2020-04-26	5447113	1012034415	FALSE
2020-05-16	9653299	0714711188	FALSE
2020-05-14	2390170	0909082048	FALSE
2019-10-20	3465602	5187162259	FALSE
2020-05-15	9938593	5624859300	FALSE
2019-09-24	1111526	7296244208	FALSE
2019-09-28	696836	0892290653	FALSE
2020-01-17	8705869	5587866506	FALSE
2020-05-31	9265962	9689073157	FALSE
2019-10-23	5305504	3220742766	FALSE
2019-09-19	8545326	3491189534	FALSE
2019-09-17	460478	3398902651	FALSE
2020-04-18	1601639	6260257466	FALSE
2019-11-20	1978514	0595642761	FALSE
2019-09-23	402542	8362694754	FALSE
2020-01-06	2906211	9526824746	FALSE
2020-03-09	4012272	5790921047	FALSE
2019-10-19	7257257	0847964310	FALSE
2020-01-26	4443648	7055662077	FALSE
2020-03-09	7874948	0750400779	FALSE
2019-09-23	4571316	5874937383	FALSE
2020-05-31	7294962	2909843852	FALSE
2019-10-21	9436813	9732830370	FALSE
2019-09-07	1513330	6378200235	FALSE
2019-11-04	4153705	3212563694	FALSE
2019-11-17	2840776	4040932853	FALSE
2019-11-12	9791571	9977179062	FALSE
2019-11-24	5994242	7391964860	FALSE
2019-09-25	7352648	1987274968	FALSE
2019-12-16	7355483	5856370597	FALSE
2019-09-04	6281874	3161164250	FALSE
2020-06-02	4327341	3551265947	FALSE
2019-11-19	3447340	6572786510	FALSE
2020-01-12	1691355	3147192896	FALSE
2019-12-19	5444709	6290646525	FALSE
2019-12-26	8659149	1572019430	FALSE
2019-11-29	4796091	2706577270	FALSE
2019-10-31	3251883	5126190263	FALSE
2019-10-01	2897243	1544729592	FALSE
2019-10-22	3602742	0995076763	FALSE
2019-12-23	2428806	8250169285	FALSE
2019-09-12	8156394	1204968493	FALSE
2020-04-17	1418752	4791636741	FALSE
2020-01-06	3207613	1602679049	FALSE
2020-04-05	9312824	1496097483	FALSE
2020-04-26	7416379	9131812069	FALSE
2019-09-06	2896902	2071747379	TRUE
2019-10-11	4882105	8753705898	FALSE
2019-10-17	4551160	9991902111	FALSE
2020-02-04	8276761	9347878512	FALSE
2020-05-07	8422035	4006633081	FALSE
2020-03-10	7876483	3592697942	FALSE
2020-02-27	6826584	7320067346	FALSE
2019-11-26	6031689	8963363246	FALSE
2019-09-15	5093945	6117906992	FALSE
2020-03-13	4245021	2988916503	TRUE
2020-02-29	4861139	9152283275	FALSE
2020-04-26	8192623	0285356047	FALSE
2020-05-07	727562	3615984547	FALSE
2020-05-08	5325150	2686585374	FALSE
2020-04-24	6841196	1174024152	FALSE
2020-05-18	1756854	0383014090	FALSE
2019-10-20	9592139	3651498425	FALSE
2019-09-07	3925663	6519429444	FALSE
2020-04-29	5959179	7038250766	FALSE
2020-02-26	8891569	4558055453	FALSE
2020-01-14	3751894	7664018073	FALSE
2019-12-05	995996	7225487281	TRUE
2019-09-23	4652874	1994996400	FALSE
2020-02-20	4629603	9439088629	TRUE
2020-03-06	4306424	8942574533	FALSE
2020-04-04	1818261	7453958408	FALSE
2019-09-26	1194022	0387256243	FALSE
2019-12-29	9819874	4721401789	FALSE
2020-05-31	50481	7800673860	FALSE
2020-02-11	3732475	1571169561	FALSE
2019-11-30	9435816	9349327197	FALSE
2019-11-14	8963642	8793560501	FALSE
2019-10-06	320885	2902198601	FALSE
2020-04-14	1898413	7135918331	FALSE
2020-03-28	5054982	9134951981	FALSE
2020-01-19	6977703	9553622364	FALSE
2019-11-21	9636019	4615451661	FALSE
2020-02-05	323686	9421816141	FALSE
2020-03-14	9922244	5132142904	FALSE
2019-11-06	2582563	3269168993	FALSE
2020-04-02	5426706	6054339841	FALSE
2020-04-19	6315232	5018633343	FALSE
2020-01-10	8302989	2755548272	FALSE
2019-11-10	1646948	1153511141	FALSE
2020-02-18	1291000	2992007030	FALSE
2019-12-19	5730693	4220082746	FALSE
2019-09-15	3694201	4742509215	FALSE
2020-03-30	2745615	3216575427	FALSE
2019-12-20	3205106	0962217671	FALSE
2020-05-18	9753496	9319357112	FALSE
2020-02-17	616867	9697586244	FALSE
2020-03-23	2901869	3209837418	FALSE
2020-05-06	6119825	6564314488	FALSE
2020-05-14	201420	3263887547	FALSE
2019-11-18	7668856	4636055611	FALSE
2020-02-01	8852143	8797662476	FALSE
2019-12-14	3241586	4432076273	FALSE
2020-04-15	307323	6356397042	FALSE
2020-01-16	6738767	2582209784	FALSE
2020-05-19	2294567	6328601334	FALSE
2019-12-04	9840775	7553681242	FALSE
2020-03-07	3376798	4097674723	FALSE
2019-12-05	9841021	9690054253	FALSE
2020-04-24	8092013	3166349231	FALSE
2020-01-04	4100541	5896443652	TRUE
2019-10-04	1685202	2183218619	FALSE
2019-11-19	3067224	8901580802	FALSE
2019-09-04	1917817	6703532401	FALSE
2020-04-27	5322278	9272833274	FALSE
2019-09-19	3454441	4067684099	FALSE
2020-03-16	6316333	4060552457	FALSE
2020-01-27	219104	1307725319	FALSE
2019-10-13	2388963	6361541368	FALSE
2020-05-19	3549203	6978335871	FALSE
2020-02-12	3834763	5725269896	FALSE
2019-10-07	2630465	0831678550	FALSE
2019-12-09	1785428	7165240034	FALSE
2019-11-23	7977900	9183322683	FALSE
2019-09-12	5706298	5934642839	FALSE
2020-01-25	4841455	0886792038	FALSE
2020-04-19	7710851	4308833623	FALSE
2019-12-26	8909928	0767176132	FALSE
2019-09-04	7749145	0498824495	FALSE
2020-03-25	8826400	7480216903	FALSE
2019-08-26	2304475	0133619826	FALSE
2020-01-23	4289298	3767112115	FALSE
2019-09-25	2879786	4853538602	FALSE
2020-03-25	6583094	3388950855	FALSE
2020-02-21	4708171	6632645725	FALSE
2020-05-12	4788106	5293649927	FALSE
2020-02-28	2526171	7664622639	FALSE
2019-11-06	2148135	5536563279	FALSE
2019-12-14	5344279	7241907792	FALSE
2019-12-11	4986515	2827045597	FALSE
2019-11-10	3360148	2721910190	FALSE
2019-12-22	8895372	2991409032	FALSE
2019-09-23	7832128	9226977836	FALSE
2019-10-23	2223612	5391815275	FALSE
2019-12-22	3554065	0881781254	FALSE
2020-02-11	7712109	7340030124	FALSE
2019-10-22	4401304	0359073562	FALSE
2020-04-27	1166577	2841639430	FALSE
2019-09-20	3180085	5693063113	FALSE
2019-09-18	4748948	6124992535	FALSE
2020-05-08	5981134	5189260485	FALSE
2019-11-02	9383586	1798422399	FALSE
2020-05-23	8901537	5230678426	FALSE
2020-01-31	6004035	4915866034	FALSE
2019-12-13	8491094	3677548936	FALSE
2020-05-07	9198870	3409304965	FALSE
2019-11-25	5481748	2383811795	FALSE
2020-01-29	3465393	7723693800	FALSE
2019-09-07	4547054	4119545070	FALSE
2019-11-08	7067484	6618827263	FALSE
2019-08-27	9544863	6035584264	FALSE
2019-12-24	2307123	9259587661	FALSE
2019-09-20	4190614	0521019098	FALSE
2020-04-27	7406112	9733767990	FALSE
2019-10-02	7453671	5046675444	FALSE
2020-01-04	480850	8747757803	FALSE
2019-10-02	5002363	6665975346	FALSE
2020-03-11	4114562	7241876088	FALSE
2019-08-30	3876805	8395684150	FALSE
2020-06-02	5217551	0798375346	FALSE
2020-02-04	2815433	0914944761	FALSE
2020-01-27	7860636	4074420825	FALSE
2020-05-23	6279775	5729571642	FALSE
2019-08-24	6869380	3907045843	FALSE
2020-04-27	7015220	8665678288	FALSE
2019-11-16	7297169	6290399189	TRUE
2019-10-10	2532254	9096756899	FALSE
2019-11-01	9000247	8032085302	FALSE
2020-03-11	7702719	9588910351	FALSE
2019-09-02	6927644	0174252042	FALSE
2019-09-19	2014753	0976376039	FALSE
2019-10-08	1777346	5163827889	FALSE
2019-12-25	4533726	8338299528	FALSE
2020-03-22	9886645	8796598991	FALSE
2020-04-08	7984575	9259286735	FALSE
2020-04-09	525569	8845301653	FALSE
2019-12-21	8121400	3345250260	FALSE
2019-09-20	7898257	9265431553	FALSE
2020-01-14	1608874	3552827311	FALSE
2019-11-16	6031932	3618999152	FALSE
2020-03-11	9751895	0848104513	FALSE
2019-11-25	1035610	7761429932	FALSE
2020-03-28	9063549	3201792781	FALSE
2020-04-04	6179731	9290347422	FALSE
2019-11-03	5612694	0758176740	FALSE
2020-03-16	5145983	0827179615	FALSE
2019-12-16	1571537	9071713026	FALSE
2020-01-16	1469824	7741563828	FALSE
2019-11-20	6163347	1003657845	FALSE
2019-12-09	1116604	4518479274	FALSE
2019-11-15	3923892	6853544591	FALSE
2019-12-03	6150836	2034457973	FALSE
2020-04-27	6283811	9845658546	FALSE
2019-10-27	8032337	9969355633	FALSE
2020-04-07	7931715	5455907810	FALSE
2019-09-06	957880	9335050692	FALSE
2019-12-29	7657056	8550274456	FALSE
2020-05-13	6442836	6851934557	FALSE
2019-10-22	2263354	7204575402	FALSE
2019-12-11	544610	4556059644	FALSE
2020-03-03	6117161	7900450620	FALSE
2020-03-28	5790739	3862840232	FALSE
2019-12-10	2575821	4592245113	FALSE
2020-03-24	3641496	8493796585	FALSE
2020-03-24	916977	5742195371	FALSE
2020-04-17	3596662	7227748395	FALSE
2019-10-20	8496515	0899367675	FALSE
2019-12-30	9158393	3752430968	FALSE
2019-10-22	4372864	9695901674	FALSE
2019-10-01	9665932	6553079617	FALSE
2019-09-19	6870854	1323833326	FALSE
2019-09-03	1333002	6543177693	FALSE
2019-10-12	3743418	0906786593	FALSE
2019-11-24	4227597	7917077650	FALSE
2020-04-25	6214878	6766553939	TRUE
2019-09-09	8433241	1639564911	FALSE
2020-01-20	8082254	4235474815	FALSE
2020-04-04	3898776	6893808169	FALSE
2019-12-28	3732398	0088874108	FALSE
2020-02-25	5301190	0912354755	FALSE
2020-02-23	8570066	9665907260	FALSE
2019-11-02	9943032	6961660690	FALSE
2020-05-24	7157107	5083304294	FALSE
2019-08-26	7257506	4748903241	FALSE
2019-10-27	2096715	6749963601	FALSE
2020-02-02	293564	4842890168	FALSE
2019-10-13	812564	8577251458	FALSE
2020-04-14	8972891	6930142833	FALSE
2020-05-15	8032822	3737488774	FALSE
2019-10-12	1903151	7160954958	FALSE
2020-01-30	217287	7272088327	FALSE
2020-03-11	218663	7905367894	FALSE
2020-05-16	1659956	1076049230	FALSE
2019-10-26	2867734	3554982127	FALSE
2019-10-01	9273419	4964597168	FALSE
2020-05-29	7311605	4308374771	FALSE
2019-10-04	3610387	1228469476	FALSE
2020-03-09	5224240	4651881476	FALSE
2019-12-28	5058600	3895581844	FALSE
2020-03-17	306163	3762777525	FALSE
2020-06-03	5913884	4020729791	FALSE
2020-04-01	3063229	2019843942	FALSE
2020-01-07	396771	9059126019	FALSE
2019-10-27	5985259	6045244098	FALSE
2020-03-25	6660611	4729617727	FALSE
2019-09-14	7197639	2818004409	FALSE
2019-12-02	2706857	8883648256	FALSE
2019-09-12	806901	9818159942	FALSE
2020-04-01	4363487	6114949537	FALSE
2019-10-21	3090753	9543500339	FALSE
2019-09-18	9628326	9750298076	FALSE
2019-10-09	7845854	0353567229	FALSE
2019-11-28	9417748	1652718594	FALSE
2020-03-15	8790409	6595898580	FALSE
2020-01-22	5747523	5464074935	FALSE
2019-12-16	9216198	9258049749	FALSE
2020-05-13	4658420	9928812595	FALSE
2020-05-15	9146239	4651675486	FALSE
2019-09-18	4183355	0545585367	FALSE
2020-05-27	7147791	5317853540	FALSE
2020-03-16	2882550	1151296607	FALSE
2020-03-08	3093894	1118880636	FALSE
2020-03-31	7301560	4605883718	FALSE
2019-09-10	9022274	6601909377	FALSE
2019-09-14	3441165	5965181475	FALSE
2019-12-05	2208620	8029064588	FALSE
2019-12-27	4593000	2333550606	FALSE
2020-02-20	9214645	1139693981	FALSE
2020-03-14	5396157	4400377047	FALSE
2019-12-09	3245362	8451996362	FALSE
2020-02-27	8665528	1416152388	FALSE
2019-09-11	5373276	1030021428	FALSE
2020-03-01	7681240	2571755338	FALSE
2020-04-19	3241402	5545556508	FALSE
2019-08-27	7807981	8538314171	FALSE
2020-04-30	1569738	4049224911	FALSE
2019-09-28	1082066	8078001895	FALSE
2019-09-06	1619892	4339788526	FALSE
2020-01-20	6733895	4725346258	FALSE
2019-11-04	1519462	7073649995	FALSE
2020-03-20	3208200	6309811262	FALSE
2019-11-23	4954716	1185063829	FALSE
2019-11-10	3524340	3151286923	FALSE
2020-01-05	6700312	7587765737	FALSE
2020-02-03	3056656	3200865336	FALSE
2019-09-06	5962904	6201410259	FALSE
2020-02-26	8795882	7951599228	FALSE
2019-12-07	5075620	1980780978	FALSE
2019-10-30	5633760	1235504550	FALSE
2019-12-29	7150025	5440823828	FALSE
2019-11-18	899200	0759846682	FALSE
2020-03-24	9591099	8114415296	FALSE
2019-12-19	9985180	7666819446	FALSE
2019-08-24	1025641	3026469580	FALSE
2019-11-03	1520992	8835059289	FALSE
2020-01-06	1815342	9172029699	FALSE
2020-05-26	21407	8053563204	FALSE
2019-09-23	5906905	1195449664	FALSE
2019-09-30	6563203	0452381817	FALSE
2020-05-23	6135668	6127778205	FALSE
2020-03-24	1277441	7883084621	FALSE
2019-12-20	207161	0916838393	FALSE
2019-12-19	2514885	7148920048	FALSE
2020-05-02	6927192	1094454980	FALSE
2020-03-24	3506299	8132240863	FALSE
2020-03-09	4173440	1040638401	FALSE
2020-03-12	9110962	0989399135	FALSE
2019-10-13	287315	3826385934	FALSE
2020-02-02	9251052	5034857259	FALSE
2020-02-14	6089419	8390033310	FALSE
2020-03-09	263338	4440516270	FALSE
2019-09-15	243986	2668870086	FALSE
2020-05-02	6546901	9651124919	FALSE
2019-09-14	7364952	7327098099	FALSE
2019-09-08	2693294	4394089724	FALSE
2019-10-05	5781987	9508057121	TRUE
2019-11-01	9378168	9069310071	FALSE
2019-10-03	4051136	7428213904	FALSE
2020-03-28	9188940	3822656678	FALSE
2020-01-29	5811240	3352213883	FALSE
2019-10-19	5348361	5919285123	FALSE
2019-09-20	1999057	5390622232	FALSE
2019-11-18	9773007	5033029113	FALSE
2020-05-27	2520653	7684061180	FALSE
2019-10-25	2865119	2147387074	FALSE
2019-11-27	2316926	3109808063	FALSE
2019-11-09	9036066	5920580401	FALSE
2020-05-23	686379	2422096490	FALSE
2020-02-12	2258528	6526356375	FALSE
2020-02-13	1832017	2818026340	FALSE
2020-02-27	978091	1613956695	FALSE
2019-12-04	9099463	4686768973	FALSE
2020-05-20	2283662	7424456699	FALSE
2020-04-27	5220147	9143657452	FALSE
2020-05-01	5978605	3209393085	FALSE
2020-01-28	9673737	4042622573	FALSE
2020-03-08	8012521	1333752856	TRUE
2020-04-13	7669539	1829782034	FALSE
2019-12-09	6185136	0972729535	FALSE
2020-02-13	7323990	2491924156	FALSE
2020-04-19	9614388	6157589648	FALSE
2020-02-11	5410063	6703653256	FALSE
2019-09-01	889716	9552389990	FALSE
2020-01-30	4516159	9769870677	FALSE
2019-09-18	2855127	3253126110	FALSE
2019-08-29	5612393	1974181181	FALSE
